POC ID,POC Name,Won POC Count,WON POC est. HL,FC acc rate,WON POC FC HL,Baseline Nov 23 – Oct 24,LOST POCs,LOST POCs HL,NET NEW POCs,NET NEW POC HL,NET CHURN Rate,Order Classification
40152708,FRIDA,1,200,,,,,,1,,,One Time Order
40152713,WILDE EMMA,1,100,,,,,,1,,,One Time Order
40152715,BENGELBATZ,1,50,,,,,,1,,,One Time Order
40152716,MAEX,1,50,,,,,,1,,,One Time Order
40152757,PETER K,1,100,,,,,,1,,,One Time Order
40152990,TIKKA MASALA 1,1,20,,,,,,1,,,One Time Order
40152991,TIKKA MASALA 2,1,20,,,,,,1,,,One Time Order
40152998,AN DER DOMINSEL,1,30,,,,,,1,,,One Time Order
40153000,LOLAS CAFE,1,6,,,,,,1,,,One Time Order
40153005,SPORT- & FITNESSPARK,1,70,,,,,,1,,,One Time Order
40153010,NUMBER ONE,1,25,,,,,,1,,,One Time Order
40153014,BLAUE LAGUNE,1,50,,,,,,1,,,One Time Order
40153015,LOST MONK,1,20,,,,,,1,,,One Time Order
40153018,MUNDO POTSDAMER PLATZ,1,20,,,,,,1,,,One Time Order
40153036,PREDIGTSTUHL RESORT,1,30,,,,,,1,,,One Time Order
40153037,LANDHOTEL CHRISTOPHERHOF,1,30,,,,,,1,,,One Time Order
40153038,FC SEDELSBERG,1,25,,,,,,1,,,One Time Order
40153041,QUEICHBAR1,1,20,,,,,,1,,,One Time Order
40153056,BAR 47,1,25,,,,,,1,,,One Time Order
40153057,VIVERO LOUNGE,1,20,,,,,,1,,,One Time Order
40153058,DELUXE CAFE,1,20,,,,,,1,,,One Time Order
40153059,CHILL LOUNGE,1,20,,,,,,1,,,One Time Order
40153064,SG EINHEIT MITTE,1,20,,,,,,1,,,One Time Order
40153119,STRANDBAD STORKOW,1,20,,,,,,1,,,One Time Order
40153154,AMBER,1,65,,,,,,1,,,One Time Order
40153220,ROCK’N FELLAS ENTERTAINMENT,1,10,,,,,,1,,,One Time Order
40153221,S´HANDWERK,1,10,,,,,,1,,,One Time Order
40153222,GUNGL STUBN,1,28,,,,,,1,,,One Time Order
40153223,JÄGERSTÜBERL,1,30,,,,,,1,,,One Time Order
40153225,BIERGARTEN AM LEHNITZSEE,1,20,,,,,,1,,,One Time Order
40153229,SIGGI STONE,1,20,,,,,,1,,,One Time Order
40153303,THE CRAIC IRISH PUB,1,40,,,,,,1,,,One Time Order
40153304,HOTEL SCHEFFELHOF,1,20,,,,,,1,,,One Time Order
40153305,STEINERNE KUGEL,1,30,,,,,,1,,,One Time Order
40153306,KNÖLLCHEN,1,30,,,,,,1,,,One Time Order
40153307,FREIBAD ENINGEN,1,100,,,,,,1,,,One Time Order
40153330,SCHIFFER´S RAST,1,60,,,,,,1,,,One Time Order
40153332,LOU LOU TAGESBAR,1,20,,,,,,1,,,One Time Order
40153334,GRILL-GENUSS,1,25,,,,,,1,,,One Time Order
40153335,RESTAURANT KANIS,1,25,,,,,,1,,,One Time Order
40153336,CAFE EL TORO,1,30,,,,,,1,,,One Time Order
40153338,HEMPELS,1,20,,,,,,1,,,One Time Order
40153346,FREIZEIT CENTER,1,28,,,,,,1,,,One Time Order
40153348,ZUM PHILOSOPHEN,1,70,,,,,,1,,,One Time Order
40153349,MILCHBAR,1,21,,,,,,1,,,One Time Order
40153350,ANDIBAR,1,20,,,,,,1,,,One Time Order
40153397,BISTRO- CAFE RIVA,1,20,,,,,,1,,,One Time Order
40153398,GALERIA FREITAL,1,20,,,,,,1,,,One Time Order
40153401,TACO AMOR,1,20,,,,,,1,,,One Time Order
40153411,NACHTSCHICHT,1,20,,,,,,1,,,One Time Order
40153412,STEHGRAA,1,20,,,,,,1,,,One Time Order
40153414,INTERCLASS AM DOM,1,20,,,,,,1,,,One Time Order
40153415,INTERCITY ALTER MARKT,1,20,,,,,,1,,,One Time Order
40153417,CITYCLASS AM HEUMARKT,1,20,,,,,,1,,,One Time Order
40153418,TREPPCHEN KELLER AM DOM,1,20,,,,,,1,,,One Time Order
40153455,CAN HOLZKOHLEGRILL,1,25,,,,,,1,,,One Time Order
40153474,PIZZERIA CIAO NINA,1,15,,,,,,1,,,One Time Order
40153591,GARICA´S KITCHEN,1,30,,,,,,1,,,One Time Order
40153627,VIBEFACTORY,1,60,,,,,,1,,,One Time Order
40153642,RAUM LIEBELEI,1,25,,,,,,1,,,One Time Order
40153656,LUJO SEECAFE &RESTAURANT,1,20,,,,,,1,,,One Time Order
40153688,ZUM NEUEN RATHAUS,1,50,,,,,,1,,,One Time Order
40153739,SEEHAUS 53,1,30,,,,,,1,,,One Time Order
40153740,FUN CITY,1,27,,,,,,1,,,One Time Order
40153742,SCHATZI´S KLEINE BAR,1,20,,,,,,1,,,One Time Order
40153744,KOMBINAT,1,50,,,,,,1,,,One Time Order
40153745,THE 2ND WIFE,1,50,,,,,,1,,,One Time Order
40153746,CAFE ROSA,1,20,,,,,,1,,,One Time Order
40153749,MONDI,1,25,,,,,,1,,,One Time Order
40153751,KLUBHAUS SCHLEUSHÖRN,1,20,,,,,,1,,,One Time Order
40153789,ABYSSINIA ÄTHIOPISCHES RESTAURANT,1,25,,,,,,1,,,One Time Order
40153805,RESTAURANT OLE,1,20,,,,,,1,,,One Time Order
40153826,MERA TAPAS,1,25,,,,,,1,,,One Time Order
40153827,COCOLOCO,1,35,,,,,,1,,,One Time Order
40153830,SUPCENTER.BERLIN,1,40,,,,,,1,,,One Time Order
40153831,OZZY´S,1,20,,,,,,1,,,One Time Order
40153836,STRANDHÜTTE SANDSTEDT,1,20,,,,,,1,,,One Time Order
40153881,LIBBEY,1,80,,,,,,1,,,One Time Order
40153882,ZEKI BAR & LOUNGE,1,20,,,,,,1,,,One Time Order
40153909,STERN KEBAP,1,35,,,,,,1,,,One Time Order
40153952,HUQQA,1,20,,,,,,1,,,One Time Order
40153958,JOCHEMS KNEIPE,1,15,,,,,,1,,,One Time Order
40154029,EXIT - ESCAPE ROOM BERLIN,1,30,,,,,,1,,,One Time Order
40154058,STEINOFEN PIZZERIA,1,25,,,,,,1,,,One Time Order
40154059,FREIZEITANLAGE WANKUMER HEIDESEE,1,20,,,,,,1,,,One Time Order
40154175,CLS EVENT,1,20,,,,,,1,,,One Time Order
40154177,SOMMER-WINTER QUARTIER,1,125,,,,,,1,,,One Time Order
40154189,DRIVE BAR CATERING,1,20,,,,,,1,,,One Time Order
40154192,VOLTMERS HOF BIERGARTEN,1,35,,,,,,1,,,One Time Order
40154271,KINGS DINER ODERBERG,1,30,,,,,,1,,,One Time Order
40154299,PING,1,20,,,,,,1,,,One Time Order
40154322,PONG,1,40,,,,,,1,,,One Time Order
40154344,SCHLOSS BEESENSTEDT,1,20,,,,,,1,,,One Time Order
40154347,FREIBAD ALTENWEDDINGEN,1,25,,,,,,1,,,One Time Order
40154350,AUSZEIT AN DER LAUER,1,160,,,,,,1,,,One Time Order
40154573,GASTRONOMIE IM TENNIS-CLUB,1,20,,,,,,1,,,One Time Order
40154630,HEUWAEGELCHEN,1,20,,,,,,1,,,One Time Order
40154655,TAPITAS,1,20,,,,,,1,,,One Time Order
40154667,BELUGA BAD SAAROW,1,25,,,,,,1,,,One Time Order
40154669,VEREINSHEIM KÖTZSCHEN,1,20,,,,,,1,,,One Time Order
40154696,NEU WULMSTORFER KIOSK,1,20,,,,,,1,,,One Time Order
40154699,ARGENTINISCHES STEAKHOUSE MENDOZA,1,80,,,,,,1,,,One Time Order
40154736,FRISCHE GRILL-HENDL OTMAR,1,60,,,,,,1,,,One Time Order
40154910,BIERGARTEN ZUM RITTER,1,30,,,,,,1,,,One Time Order
29149167,HOTEL EUROPÄISCHER HOF,1,6,,,2,,,1,,,Repeat Order
29166798,CANTINA TIJUANA,1,20,,,,,,1,,,Repeat Order
29171183,MELITTA SUNDSTRÖM,1,10,,,,,,1,,,Repeat Order
29179548,DOUBLE-IN,1,20,,,7,,,1,,,Repeat Order
29182133,SCHWUZ,1,500,,,40,,,1,,,Repeat Order
29182134,MIRELL,1,20,,,2,,,1,,,Repeat Order
29182937,RESTAURANT / BAR AM MARKT,1,20,,,,,,1,,,Repeat Order
29185145,ZUM APFELBAUM,1,20,,,1,,,1,,,Repeat Order
29192637,RHEINTERRASSE DÜSSELDORF,1,120,,,,,,1,,,Repeat Order
29192945,THE RITZ CARLTON,1,70,,,,,,1,,,Repeat Order
29192979,DOWN UNDER,1,21,,,11,,,1,,,Repeat Order
29194066,NOAH`S SZENEBAR LOUNGE,1,60,,,,,,1,,,Repeat Order
29195560,PAULES-METAL-ECK,1,115,,,43,,,1,,,Repeat Order
29205328,RESTAURANT ZWEILÄNDERECK,1,50,,,,,,1,,,Repeat Order
29206287,ANOMALIE,1,600,,,,,,1,,,Repeat Order
29210831,CAFE BAR DAILY,1,30,,,18,,,1,,,Repeat Order
29210832,BILLY BOBS,1,300,,,4,,,1,,,Repeat Order
29214397,BOOTSHAUS GROHN,1,30,,,-1,,,1,,,Repeat Order
29216991,COCKTAIL BAR LAILA,1,25,,,3,,,1,,,Repeat Order
29217334,GONDI,1,1,,,42,,,1,,,Repeat Order
29223519,ZUM ALTEN GASWERK,1,25,,,23,,,1,,,Repeat Order
29224938,ZUM ALTEN STADTTOR,1,25,,,,,,1,,,Repeat Order
29225076,MEININGER HOTEL MÜNCHEN CITYCENTER,1,25,,,,,,1,,,Repeat Order
29225523,APRICO,1,30,,,5,,,1,,,Repeat Order
29225855,PIANO MUSIK KNEIPE,1,20,,,8,,,1,,,Repeat Order
29226367,VILLA BODEBLICK,1,26,,,1,,,1,,,Repeat Order
29232720,STADT EMMERICH,1,20,,,,,,1,,,Repeat Order
29235491,TURMSTÜBLE,1,150,,,,,,1,,,Repeat Order
29240213,HEIR - BEVERAGE HOUSE,1,30,,,24,,,1,,,Repeat Order
29240467,ZUM BACHWIRT,1,40,,,5,,,1,,,Repeat Order
29240516,TATTVA INDISCHES RESTAURANT,1,40,,,28,,,1,,,Repeat Order
29240957,MACHETE I,1,100,,,13,,,1,,,Repeat Order
29243776,MOLKEREI,1,200,,,9,,,1,,,Repeat Order
29250783,ZUM TREFFPUNKT,1,20,,,1,,,1,,,Repeat Order
29253069,WÜRTTEMBERGER HOF,1,70,,,,,,1,,,Repeat Order
29254003,BERLIN MARRIOTT HOTEL,1,20,,,2,,,1,,,Repeat Order
29254283,BREMSSPUR,1,40,,,31,,,1,,,Repeat Order
29254359,CAFE BAR SABBIA,1,50,,,32,,,1,,,Repeat Order
29256091,GOP KAISERPALAIS,1,25,,,3,,,1,,,Repeat Order
29256562,PRESSEKLUB,1,30,,,,,,1,,,Repeat Order
29258410,ANGELO BY CHRIS,1,20,,,0,,,1,,,Repeat Order
29260347,JTS,1,70,,,,,,1,,,Repeat Order
29262401,BLUE BAR,1,20,,,5,,,1,,,Repeat Order
29263255,MUSIKPARK A 7,1,180,,,22,,,1,,,Repeat Order
29266660,RAUSCHGOLD,1,20,,,,,,1,,,Repeat Order
29267598,GIOIA,1,0,,,91,,,,,,Repeat Order
29267732,CULTURE BETRIEBS GMBH,1,80,,,,,,1,,,Repeat Order
29267939,CAFE LAILA IM EINKAUFSCENTER,1,20,,,4,,,1,,,Repeat Order
29269859,GASTSTÄTTE BIERGARTEN LOHMANN,1,150,,,4,,,1,,,Repeat Order
29273827,BASEMENT,1,50,,,,,,1,,,Repeat Order
29275764,CAFE AM MARKT,1,80,,,2,,,1,,,Repeat Order
29276199,CLUB 11,1,20,,,,,,1,,,Repeat Order
29277206,PARKHOTEL,1,20,,,0,,,1,,,Repeat Order
29277566,BLUE DESPERADO,1,20,,,6,,,1,,,Repeat Order
29278710,DULCE & COFFEE FELLOWS,1,10,,,9,,,1,,,Repeat Order
29278774,AM PRANGER,1,20,,,2,,,1,,,Repeat Order
29279932,HAUS VOGTEI,1,50,,,2,,,1,,,Repeat Order
29281752,TANZHAUS A9,1,20,,,4,,,1,,,Repeat Order
29282227,RISTORANTE IL TRULLO,1,100,,,55,,,1,,,Repeat Order
29282628,HUCKLEBERRYS - THE SOUTHERN,1,30,,,,,,1,,,Repeat Order
29283186,LEYLA-BAR,1,40,,,10,,,1,,,Repeat Order
29283784,HANGMAN,1,50,,,37,,,1,,,Repeat Order
29283934,GASTSTÄTTE FAIRPLAY SALOON,1,60,,,94,,,1,,,Repeat Order
29290839,S21,1,80,,,6,,,1,,,Repeat Order
29291060,STRANDDECK KEMNADE,1,60,,,,,,1,,,Repeat Order
29291997,SARCHINGER WEIHER,1,20,,,,,,1,,,Repeat Order
29292952,MIMAYA,1,25,,,20,,,1,,,Repeat Order
29315627,RESTAURANT BEYDAGI,1,20,,,,,,1,,,Repeat Order
29317804,"HOTEL-RESTAURANT ""ALT-KAROW""",1,30,,,1,,,1,,,Repeat Order
29318930,PHAM VAN MUON,1,20,,,12,,,1,,,Repeat Order
29319502,BODEGA IBERICA RESTAURANT,1,50,,,1,,,1,,,Repeat Order
29320026,TANDOORI HAUS,1,25,,,4,,,1,,,Repeat Order
29360146,RIVA,1,95,,,5,,,1,,,Repeat Order
29360797,ALEXANDER,1,80,,,,,,1,,,Repeat Order
29363716,EL CHILENO,1,40,,,,,,1,,,Repeat Order
29365811,WASSERMANN,1,45,,,,,,1,,,Repeat Order
29366277,DECK 20,1,35,,,1,,,1,,,Repeat Order
29366660,STADTSCHÄNKE,1,20,,,1,,,1,,,Repeat Order
29370120,ELINAS - DER GRIECHE,1,25,,,,,,1,,,Repeat Order
29373873,"GOJOWY, ROMAN",1,30,,,35,,,1,,,Repeat Order
29375196,FILOU,1,20,,,,,,1,,,Repeat Order
29417877,SPATZL,1,20,,,3,,,1,,,Repeat Order
29421200,ZAPFANSTALT,1,60,,,0,,,1,,,Repeat Order
29421578,MONTI MONACO GMBH,1,200,,,9,,,1,,,Repeat Order
29421858,SAMAKKI TALAD THAI,1,40,,,,,,1,,,Repeat Order
29426752,SEESTERN SCHLACHTENSEE,1,20,,,1,,,1,,,Repeat Order
29447147,HOTEL ANNA,1,40,,,4,,,1,,,Repeat Order
29447955,GRIECHISCHE TAVERNE AM SIEBENBRUNN,1,212,,,202,,,1,,,Repeat Order
29453744,ARJUN’S BISTRO,1,25,,,1,,,1,,,Repeat Order
29467082,ESSENCE BAR,1,30,,,2,,,1,,,Repeat Order
29472731,A - DIE TAGESBAR,1,20,,,16,,,1,,,Repeat Order
29491534,LANDHAUS ETZHORN,1,25,,,1,,,1,,,Repeat Order
29494777,BOOTSHAUS HKC HANNOVER,1,130,,,,,,1,,,Repeat Order
29497776,RAKETE,1,280,,,,,,1,,,Repeat Order
29524978,DA MICHELE,1,20,,,,,,1,,,Repeat Order
29525053,KEMPES BUERGERSTUBEN,1,30,,,,,,1,,,Repeat Order
29525189,ALT OTTERNDORF,1,25,,,,,,1,,,Repeat Order
29529507,LA MAISON,1,60,,,3,,,1,,,Repeat Order
29531891,ROTE SONNE,1,60,,,,,,1,,,Repeat Order
29547293,BAR PLASTIQUE,1,20,,,7,,,1,,,Repeat Order
29548246,LOKSCHUPPEN BOTTROP,1,25,,,-1,,,1,,,Repeat Order
29548672,BLOCKED BIERMICHEL,1,30,,,3,,,1,,,Repeat Order
29558815,HOTEL BERNSTEINSEE,1,70,,,,,,1,,,Repeat Order
29563889,BAUART UND KONZEPT,1,20,,,,,,1,,,Repeat Order
29579541,FINN' S PENTHOUSE,1,15,,,18,,,1,,,Repeat Order
29583390,PUB KILKENNY IRISH PUB,1,70,,,1,,,1,,,Repeat Order
29584475,QUE PASA AMIGOS,1,80,,,10,,,1,,,Repeat Order
29588661,ESSBAR,1,130,,,1,,,1,,,Repeat Order
29598529,CHUMBOS,1,60,,,10,,,1,,,Repeat Order
29600802,BAILOTECA,1,50,,,,,,1,,,Repeat Order
29605130,RESTAURANT CANCUN,1,40,,,,,,1,,,Repeat Order
29616130,GASTSTÄTTE  SCHULTHEISS QUELLE,1,6,,,0,,,1,,,Repeat Order
29616240,RESTAURANT EL DORADO,1,85,,,42,1,56,0,-56.09,-134.4%,Repeat Order
29617831,SULTAN GRILL,1,25,,,1,,,1,,,Repeat Order
29619489,DISCOTHEK  MARMORSCHEUNE,1,25,,,6,,,1,,,Repeat Order
29621141,SPORTSBAR B1,1,25,,,6,,,1,,,Repeat Order
29623979,MURPHY´S IRISH PUB BERLIN,1,50,,,8,,,1,,,Repeat Order
29632568,HAVANA,1,100,,,,,,1,,,Repeat Order
29634580,ZWO DREI,1,70,,,,,,1,,,Repeat Order
29634728,ENSANA,1,10,,,,,,1,,,Repeat Order
29645852,BOWLING CENTER AM ROTEN RATHAUS,1,55,,,1,,,1,,,Repeat Order
29647644,Q1 - METROPOLITAN KITCHEN & B,1,95,,,10,,,1,,,Repeat Order
29651661,ILMONDO,1,35,,,3,,,1,,,Repeat Order
29679896,BURGERPLATZ,1,20,,,,,,1,,,Repeat Order
29711246,H1 CLUB & LOUNGE,1,70,,,,,,1,,,Repeat Order
29720491,RESTAURANT LAHORE PALACE,1,60,,,1,,,1,,,Repeat Order
29721293,AUSSCHANKSTELLEN U.,1,1000,,,507,,,1,,,Repeat Order
29721322,VIVOLO OLE,1,40,,,3,,,1,,,Repeat Order
29724061,HOLZAPFEL HOTELS,1,80,,,,,,1,,,Repeat Order
29729753,EL BOLERO,1,20,,,1,,,1,,,Repeat Order
29734010,GESCHMACKSMUSEUM,1,40,,,,,,1,,,Repeat Order
29735186,TIGGES,1,60,,,,,,1,,,Repeat Order
29746615,RESTAURANT EL TORRO,1,45,,,0,,,1,,,Repeat Order
29747756,R ONE,1,20,,,,,,1,,,Repeat Order
29748622,JIM BURRITO,1,30,,,,,,1,,,Repeat Order
29748945,GASTHAUS HEIMATHAFEN,1,100,,,0,,,1,,,Repeat Order
29750188,ERIK'S HOTEL,1,25,,,28,,,1,,,Repeat Order
29752766,VIDA LOCA,1,25,,,,,,1,,,Repeat Order
29754271,VIER FÄUSTE,1,40,,,2,,,1,,,Repeat Order
29757609,BUKOWSKI`S,1,15,,,,,,1,,,Repeat Order
29758570,LAS VEGAS,1,150,,,18,,,1,,,Repeat Order
29758986,THOM'S & MOYA CLUB,1,200,,,0,,,1,,,Repeat Order
29780933,WALDHOTEL HENSELS FELSENKELLE,1,60,,,,,,1,,,Repeat Order
29786077,BLACK PEARL,1,20,,,3,,,1,,,Repeat Order
29789890,EISCAFÉ TIAMO,1,20,,,4,,,1,,,Repeat Order
29794906,EVENTLOCATION - K4 EVENTS AND,1,10,,,15,,,1,,,Repeat Order
29795012,CORSINI,1,20,,,4,,,1,,,Repeat Order
29799180,CS-VERANSTALTUNGSSERVICE,1,100,,,,,,1,,,Repeat Order
29800849,MUNDO CHECKPOINT CHARLIE,1,25,,,7,,,1,,,Repeat Order
29804632,TIGER KARAOKE BAR & THAI RESTAURANT,1,50,,,,,,1,,,Repeat Order
29832281,MAKAMAKA,1,35,,,6,,,1,,,Repeat Order
29834228,FERIENHOF PANKALLA,1,22,,,5,,,1,,,Repeat Order
29956596,BLÜCHER IM OLYMPIADORF,1,80,,,,,,1,,,Repeat Order
29956609,AXEL FISCHER TIATO,1,20,,,,,,1,,,Repeat Order
29965072,SURA DRESDEN,1,30,,,,,,1,,,Repeat Order
29983400,EL MAR,1,45,,,,,,1,,,Repeat Order
40017763,BIGGIE B,1,50,,,30,,,1,,,Repeat Order
40022465,RESTAURANT  KAKTUS,1,20,,,2,,,1,,,Repeat Order
40024304,TEX-MEX-RESTAURANT  TORTUGA,1,20,,,4,,,1,,,Repeat Order
40026263,BIERHAUS TEMPELHOF,1,60,,,1,,,1,,,Repeat Order
40026582,TOSCANINI - CUCINA ITALIANO É,1,30,,,1,1,8,0,-8.4,-933.3%,Repeat Order
40026826,RESTAURANT  FOODBOX PUSDORF,1,20,,,4,,,1,,,Repeat Order
40026989,COCKTAILBAR  ALTE BANK,1,80,,,3,,,1,,,Repeat Order
40030625,STEAKHAUS  VERACRUZ,1,70,,,0,,,1,,,Repeat Order
40053704,KARTOFFELHAUS PAPAS IM RATSKELLER G,1,120,,,3,,,1,,,Repeat Order
40057470,BANDY BROOKS,1,95,,,,,,1,,,Repeat Order
40061092,QUAN DO WINTERHUDE,1,120,,,,,,1,,,Repeat Order
40071171,SPATEN WIRTSHAUS LANGENHAGEN,1,350,,,,,,1,,,Repeat Order
40075743,ALTES HÖHLENFÜHRERHAUS,1,20,,,0,,,1,,,Repeat Order
40075975,PUBGASTSTÄTTE IMAGINE,1,20,,,0,1,0,0,-0.18,-200.0%,Repeat Order
40088284,HA VEGGIE,1,30,,,,,,1,,,Repeat Order
40096299,PHAN ASIA CUISINE & SUSHI,1,40,,,1,,,1,,,Repeat Order
40097050,SANTORINI,1,22,,,9,,,1,,,Repeat Order
40098942,NEO BREMEN,1,20,,,1,,,1,,,Repeat Order
40100337,BODEGA DE MUSICA,1,10,,,30,,,1,,,Repeat Order
40106798,GASTSTÄTTE BIERBÖRSE,1,40,,,4,,,1,,,Repeat Order
40107187,HAUS SCHMITZ,1,70,,,10,,,1,,,Repeat Order
40107353,KIRSTEIN'S RESTAURANT,1,65,,,30,,,1,,,Repeat Order
40107667,JAZZ-CLUB SESSION,1,20,,,2,,,1,,,Repeat Order
40115824,HILDESHEIMER HOF,1,70,,,,,,1,,,Repeat Order
40121442,VOS EVENTS,1,200,,,,,,1,,,Repeat Order
40122601,MENSCH MEIER BEACH,1,30,,,160,,,1,,,Repeat Order
40122662,CANTINA,1,70,,,,,,1,,,Repeat Order
40124500,SISYPHOS,1,625,,,,,,1,,,Repeat Order
40124739,BISTRO LA LUNA,1,30,,,13,,,1,,,Repeat Order
40126325,JOHANN FELBERMAIER/GASTHAUS,1,60,,,128,,,1,,,Repeat Order
40126931,FKP 412 WOLFSBURG ARGE,1,250,,,1704,,,1,,,Repeat Order
40129917,JOHANN FELBERMAIER DEPOT LAMPERTSHO,1,25,,,3,,,1,,,Repeat Order
40131169,MEININGER HOTEL KÖLN WEST,1,90,,,75,,,1,,,Repeat Order
40134299,GASTSTÄTTE WIRTZ,1,20,,,3,,,1,,,Repeat Order
40134847,GRAF RUMFORD BAR,1,90,,,10,,,1,,,Repeat Order
40136800,DIE NEUNTE,1,120,,,6,,,1,,,Repeat Order
40140659,PLAN B,1,20,,,,,,1,,,Repeat Order
40141904,JOE PENAS,1,200,,,,,,1,,,Repeat Order
40142176,"TAQUERIA ""JUAN SIN MIEDO""",1,150,,,,,,1,,,Repeat Order
40142248,HAßBERGER GENUSSWERKSTATT,1,100,,,13,,,1,,,Repeat Order
40143154,NICA JAZZ CLUB,1,120,,,6,,,1,,,Repeat Order
40143204,BRASSERIE DUISBURG,1,6,,,3,,,1,,,Repeat Order
40143237,GRUBERS WELT,1,30,,,,,,1,,,Repeat Order
40144969,DER LUDE,1,30,,,,,,1,,,Repeat Order
40145135,CAFE K,1,35,,,,,,1,,,Repeat Order
40145264,AC HOTEL WÜRZBURG,1,35,,,1,,,1,,,Repeat Order
40145401,TAPAS BAR OCHIÂ¿S BARCELONA,1,30,,,12,,,1,,,Repeat Order
40146124,BAR WASCHMASCHINENSALON,1,10,,,15,,,1,,,Repeat Order
40146263,EMOTIONS ONE,1,20,,,9,,,1,,,Repeat Order
40146567,RESTAURANT JUSTUS 13,1,95,,,13,,,1,,,Repeat Order
40146821,NGOC MY,1,40,,,,,,1,,,Repeat Order
40147313,KYAH,1,60,,,3,,,1,,,Repeat Order
40147325,BUTSCHERN,1,200,,,,,,1,,,Repeat Order
40147376,THE PADELLERS,1,25,,,1,,,1,,,Repeat Order
40147468,PARKHAUS RINK,1,40,,,1,,,1,,,Repeat Order
40147645,CAFE ANDALIEB,1,25,,,,,,1,,,Repeat Order
40147653,HOTEL RESTAURANT FRÖHLICH,1,5,,,0,,,1,,,Repeat Order
40147729,UTE IM BIKINI,1,50,,,1,,,1,,,Repeat Order
40147912,SCHAUBUDE IM HINTER HOF,1,100,,,,,,1,,,Repeat Order
40147949,HAMACHI,1,30,,,,,,1,,,Repeat Order
40148119,CHILA X,1,30,,,4,,,1,,,Repeat Order
40148139,RÄUCHEREI,1,80,,,2,,,1,,,Repeat Order
40148156,MR KAO,1,120,,,,,,1,,,Repeat Order
40148169,MEXICAN PINK RESTAURANT,1,20,,,2,,,1,,,Repeat Order
40148175,SPORTLERHEIM ASKANIA BALLENSTEDT,1,40,,,3,,,1,,,Repeat Order
40148184,COCO WALDKIRCHEN,1,25,,,,,,1,,,Repeat Order
40148185,LIBERTY DINER,1,130,,,7,,,1,,,Repeat Order
40148546,TAPAS Y COPAS,1,30,,,3,,,1,,,Repeat Order
40148580,EL RINCON CUBANO,1,25,,,,,,1,,,Repeat Order
40148593,MOSEBACH,1,30,,,,,,1,,,Repeat Order
40148600,CATALEYA,1,60,,,,,,1,,,Repeat Order
40148641,SCHÜTZENWIRT,1,100,,,,,,1,,,Repeat Order
40148644,TIME OUT,1,10,,,,,,1,,,Repeat Order
40148676,AGIONERI,1,60,,,4,,,1,,,Repeat Order
40148692,TIKUNA,1,20,,,,,,1,,,Repeat Order
40148716,WABI SABI BURGER RESTAURANT,1,50,,,1,,,1,,,Repeat Order
40148717,WIRTSHAUS WEIHNACHSTDORF,1,40,,,,,,1,,,Repeat Order
40148762,DIE BURG RECHBERG,1,120,,,,,,1,,,Repeat Order
40148792,CAFE VIER FÄUSTE,1,6,,,,,,1,,,Repeat Order
40148825,AXEZONE AXTWERFEN FRANKFURT,1,30,,,5,,,1,,,Repeat Order
40148871,MYKONOS CLUB,1,22,,,,,,1,,,Repeat Order
40148875,RIOCA HAFENINSEL POSTO 8,1,40,,,,,,1,,,Repeat Order
40148916,ALMBERGHÜTTE,1,20,,,,,,1,,,Repeat Order
40148921,TANDOORI FLAME,1,50,,,,,,1,,,Repeat Order
40148966,NIKOLAI,1,20,,,,,,1,,,Repeat Order
40148975,LIEBOLD PARTYSERVICE,1,60,,,23,,,1,,,Repeat Order
40149241,RESTAURANT OCHSEN,1,20,,,0,,,1,,,Repeat Order
40149341,VFR ZUSENHOFEN,1,40,,,1,,,1,,,Repeat Order
40149418,BAR KALLI,1,70,,,,,,1,,,Repeat Order
40149438,SUNSHINE,1,30,,,,,,1,,,Repeat Order
40149455,ZUM KAMIN,1,25,,,1,,,1,,,Repeat Order
40149456,FREIWILLIGE FEUERWEHR PAPENRODE,1,25,,,0,,,1,,,Repeat Order
40149457,KATHOLISCHE KIRCHENGEMEINDE VELPKE,1,25,,,,,,1,,,Repeat Order
40149474,PINOT & BECKS,1,50,,,,,,1,,,Repeat Order
40149506,LIEBLINGS PLATZ BY EGON,1,20,,,,,,1,,,Repeat Order
40149527,MELODY,1,20,,,,,,1,,,Repeat Order
40149690,MEATING DEGGENDORF,1,40,,,,,,1,,,Repeat Order
40149802,VOLARE,1,70,,,,,,1,,,Repeat Order
40150092,AUTOGRILL DEUTSCHLAND GMBH,1,200,,,,,,1,,,Repeat Order
40150201,TAUNUS AKARDEN,1,100,,,,,,1,,,Repeat Order
40150695,PARZELLE 22,1,60,,,,,,1,,,Repeat Order
40150698,KURHESSEN THERME,1,250,,,,,,1,,,Repeat Order
40150699,ZUM ITALIENER,1,20,,,,,,1,,,Repeat Order
40150966,MAKA MAKA,1,40,,,,,,1,,,Repeat Order
40150969,RAMENCADO,1,20,,,,,,1,,,Repeat Order
40151051,CAFE & BAR EIFE,1,30,,,,,,1,,,Repeat Order
40151085,YVES,1,55,,,,,,1,,,Repeat Order
40151124,EWIGE LIEBE,1,80,,,,,,1,,,Repeat Order
40151176,WALD WEIT,1,20,,,,,,1,,,Repeat Order
40151212,KRISPY LEER,1,20,,,,,,1,,,Repeat Order
40151268,SKIPPER-TREFF,1,50,,,,,,1,,,Repeat Order
40151279,DB 96 AMERIKANISCHES,1,300,,,2,,,1,,,Repeat Order
